symbol,name2,sector
2373,beauty farm medical and health indu,consumer services
6929,orbusneich medical grp hldgs ltd,health technology
3709,eeka fashion hldgs ltd,retail trade
2500,venus medtech (hangzhou) inc,health technology
6626,yuexiu services group ltd,finance
1905,haitong unitrust intl financial lea,commercial services
3308,golden eagle retail group limited,retail trade
6600,sciclone pharmaceuticals (hldgs) lt,health technology
1477,ocumension therapeutics,health technology
1890,china kepei education group ltd,consumer services
2218,yantai north andre juice co,consumer non-durables
1250,shandong hi-speed new energy gp ltd,utilities
588,beijing north star co,finance
1468,kingkey financial intl (hldg) ltd,finance
2038,fih mobile ltd,electronic technology
3339,lonking holdings ltd,producer manufacturing
1813,kwg group hldgs ltd,finance
80737,shenzhen investment hldgs bay area,industrial services
737,shenzhen investment hldgs bay area,industrial services
1133,harbin electric co ltd,producer manufacturing
797,7road hldgs ltd,technology services
95,lvgem (china) real estate inv co,finance
440,dah sing financial hldgs,finance
86,sun hung kai & co ltd,finance
1983,luzhou bank co ltd,finance
2858,yixin group ltd,finance
373,allied group,finance
3316,binjiang svc group co ltd,finance
1668,china south city holdings limited,finance
1521,frontage holdings corp,health technology
1057,zhejiang shibao,producer manufacturing
215,hutchison telecommunications hk hol,communications
178,sa sa international holdings,retail trade
3309,c-mer eye care hldgs ltd,health services
1916,jiangxi bank co ltd,finance
2678,texhong textile group ltd,process industries
6855,ascentage pharma group intl,health technology
587,china conch environment protection,commercial services
1836,stella international holdings ltd,consumer non-durables
806,value partners group ltd,finance
2001,china new higher education gp ltd,commercial services
2137,brii biosciences l,commercial services
6069,sy holdings group ltd,finance
1765,hope education group co ltd,commercial services
1558,yichang hec changjiang pharmactl co,health technology
8446,in technical productions hlds ltd,producer manufacturing
658,china high speed trans equip group,utilities
743,asia cement china holdings corp,non-energy minerals
1478,q technology group co ltd,electronic technology
2602,onewo inc,finance
665,haitong intl secs group limited,finance
1773,tianli international holdings ltd,commercial services
376,yunfeng financial group ltd,finance
1760,intron technology hldgs ltd,producer manufacturing
28,tian an china investments co,finance
581,china oriental group company ltd,non-energy minerals
8137,honbridge holdings limited,producer manufacturing
107,sichuan expressway co,transportation
861,digital china hldgs,distribution services
6669,acotec scientific hldgs ltd,health technology
315,smartone telecommunications hldgs,communications
1119,idreamsky technology hldgs ltd,technology services
1911,china renaissance hldgs ltd,finance
2686,aag energy holdings limited,energy minerals
1198,royale home holdings ltd,consumer durables
2156,c&d property management group ltd,finance
2877,china shineway pharmaceutical gr,health technology
6100,tongdao liepin group,commercial services
2616,cstone pharmaceuticals,health technology
1622,redco properties group limited,finance
6616,global new material international,process industries
2158,yidu tech inc,technology services
1830,perfect medical health mgt ltd,health services
1176,zhuguang holdings group co ltd,finance
6639,arrail group ltd,health services
256,citychamp watch & jewellery gp ltd,producer manufacturing
35,far east consortium intl,finance
746,lee & man chemical co ltd,process industries
9956,ane (cayman) inc.,transportation
302,cmge technology gp ltd,technology services
1763,china isotope & radiation corp,health technology
6868,tenfu cayman hldgs company ltd,consumer non-durables
1230,yashili intl hldg ltd,consumer non-durables
1866,china xlx fertiliser ltd,process industries
2279,yonghe medical group co ltd,health services
2233,west china cement ltd,non-energy minerals
62,transport international holdings,transportation
1277,kinetic development group ltd,energy minerals
1137,hong kong technology venture co ltd,retail trade
6608,bairong inc,technology services
51,harbour centre development,finance
242,shun tak hldgs,transportation
2257,sirnaomics ltd,health technology
895,dongjiang environmental company ltd,industrial services
1696,sisram medical ltd,health technology
1003,huanxi media group limited,consumer services
1183,mecom power and construction ltd,industrial services
1286,impro precision industries ltd,non-energy minerals
2148,vesync co ltd,technology services
2098,zall smart commerce group ltd,transportation
3306,jnby design ltd,consumer non-durables
1234,china lilang limited,consumer non-durables
686,beijing energy int,utilities
369,wing tai properties ltd,finance
3813,pou sheng intl (holdings) limited,retail trade
906,cpmc hldgs ltd,process industries
1672,ascletis pharma inc,health technology
1576,qilu expressway company ltd,industrial services
493,gome retail holdings ltd,retail trade
207,joy city property limited,finance
1600,tian lun gas holdings ltd,energy minerals
596,inspur international limited,technology services
6989,excellence coml pty & facs mgt gp l,finance
1969,china chunlai education gp co ltd,commercial services
127,chinese estates,finance
1733,e-commodities hldgs ltd,energy minerals
732,truly international hldgs,electronic technology
8083,china youzan ltd,technology services
2199,regina miracle intl (hldgs) ltd,consumer non-durables
830,china state const dev hldgs ltd,non-energy minerals
2235,microtech medical hangzhou co ltd,electronic technology
1167,jacobio pharmaceuticals grp co ltd,health technology
612,china investment fund co ltd,miscellaneous
2190,zylox-tonbridge medical technology,health technology
9983,central china new life ltd,finance
6830,huazhong in-vehicle holdings co ltd,producer manufacturing
1501,shanghai kindly med instrs co ltd,health technology
9939,kintor pharmaceutical ltd,health technology
289,wing on co international,retail trade
1966,china sce gp hldgs ltd,finance
6889,dynam japan hldgs co ltd,consumer services
1857,china everbright water limited,industrial services
382,edvantage group holdings ltd,consumer services
9909,powerlong commercial mgt hldgs ltd,finance
2425,austasia group ltd,process industries
2436,lx technology group ltd,electronic technology
1709,dl holdings group ltd,consumer non-durables
1596,hebei yichen industrial corp gp ltd,producer manufacturing
2552,hua medicine,health technology
8328,xinyi electric storage hldgs ltd,producer manufacturing
606,sce intelligent comm mgmt hldgs ltd,finance
32,cross-harbour(hldgs),consumer services
2219,chaoju eye care holdings ltd,health services
1257,china everbright greentech ltd,utilities
1140,wealthking investments ltd,finance
1031,kingston financial group ltd,finance
1382,pacific textiles hldgs,process industries
98,xingfa aluminium holdings limited,non-energy minerals
2342,comba telecom systems hldgs,electronic technology
517,cosco shipping int (hk) co ltd,transportation
1708,nanjing sample technology co.ltd,technology services
6633,qingci games inc,technology services
480,hkr international,finance
816,jinmao property services co ltd,finance
6988,joy spreader grp inc,technology services
1848,china aircraft leasing gp hldgs ltd,finance
3382,tianjin port development hdgs. ltd.,transportation
1921,dalipal holdings ltd,industrial services
1270,langham hosp&langh hosp invs ltd,finance
2169,canggang railway ltd,transportation
3913,kwg living group hldgs ltd,finance
1205,citic resources holdings limited,energy minerals
2217,tam jai intl co ltd,consumer services
1873,viva biotech holdings,health technology
799,igg inc,technology services
2197,clover biopharmaceuticals ltd,health technology
6996,antengene corp ltd,health technology
6138,harbin bank co ltd,finance
2163,changsha broad homes indl gp co ltd,non-energy minerals
1809,prinx chengshan holdings ltd,finance
8279,agtech holdings limited,distribution services
568,shandong molong petroleum machinery,industrial services
709,giordano international,retail trade
693,tan chong international,producer manufacturing
1084,green future food hydrocolloid mari,consumer non-durables
26,china motor bus co,finance
810,china internet inv fin hldgs ltd,finance
105,associated international hotels,finance
662,asia financial hldgs,finance
1681,consun pharmaceutical grp limited,health technology
258,tomson group,finance
2385,readboy education holding co ltd,electronic technology
1463,c-link squared ltd,commercial services
580,sunking technology group ltd,producer manufacturing
6922,cryofocus medtech shanghai co ltd,distribution services
1970,imax china hldg inc,electronic technology
1233,times china holdings ltd,consumer durables
2322,hong kong chaoshang group ltd,transportation
1785,chengdu expressway co ltd,industrial services
6677,sino ocean service hldg ltd,finance
975,mongolian mining corp,energy minerals
158,melbourne enterprises,finance
798,china electronics optics valley uni,consumer durables
1855,zonqing environmental ltd,commercial services
607,fullshare holdings limited,producer manufacturing
